0.54 	10.88 
0.68 	11.07 
0.52 	10.56 
0.61 	11.07 
0.59 	11.00 
0.45 	10.57 
0.49 	9.88 
0.65 	10.06 
0.66 	10.25 
0.64 	10.06 
0.56 	10.28 
0.68 	10.06 
0.56 	11.19 
0.42 	9.78 
0.52 	10.00 
0.41 	9.89 
0.33 	10.69 
0.53 	10.19 
0.45 	10.94 
0.44 	10.00 
0.53 	10.63 
0.31 	10.38 
0.33 	10.69 
0.45 	9.61 
0.41 	10.38 
0.45 	10.25 
0.36 	10.44 
0.34 	9.28 
0.34 	10.38 
0.36 	11.06 
0.36 	10.00 
0.41 	9.61 
0.46 	9.44 
0.37 	9.78 
0.34 	10.17 
0.40 	9.44 
0.41 	8.85 
0.28 	8.86 
0.31 	9.65 
0.32 	8.90 
0.37 	11.31 
0.30 	10.11 
0.28 	9.28 
0.29 	8.95 
0.32 	9.15 
0.22 	9.35 
0.29 	9.63 
0.26 	9.81 
0.30 	11.19 
0.30 	9.81 
0.31 	10.39 
0.32 	9.78 
0.28 	10.06 
0.35 	8.28 
0.32 	9.40 
0.26 	9.45 
0.32 	8.78 
0.22 	9.60 
0.20 	8.80 
0.24 	10.17 
0.23 	9.50 
0.31 	8.67 
0.17 	8.23 
0.23 	10.06 
0.19 	9.90 
0.21 	9.10 
0.23 	10.78 
0.18 	9.41 
0.25 	9.61 
0.23 	8.85 
0.26 	9.22 
0.24 	8.28 
0.22 	8.73 
0.23 	9.83 
0.20 	9.17 
0.31 	9.17 
0.21 	8.41 
0.23 	9.89 
0.26 	10.44 
0.26 	10.44 
0.26 	10.50 
0.30 	9.94 
0.39 	11.28 
0.51 	11.17 
0.44 	11.13 
0.51 	10.75 
0.79 	10.06 
0.73 	10.69 
0.61 	10.31 
0.65 	10.70 
0.55 	9.41 
0.51 	9.65 
0.45 	7.86 
0.68 	9.15 
0.63 	8.33 
0.55 	7.81 
0.60 	7.96 
0.62 	8.23 
0.52 	8.77 
0.65 	7.71 
0.64 	7.13 
0.62 	7.35 
0.77 	7.17 
0.86 	7.13 
0.74 	7.21 
0.83 	7.77 
0.74 	7.32 
0.66 	7.05 
0.74 	6.92 
0.87 	7.86 
0.76 	7.90 
0.77 	8.14 
0.91 	7.64 
0.68 	7.32 
0.89 	7.29 
0.98 	7.86 
1.01 	7.64 
1.31 	7.75 
1.31 	7.64 
1.15 	8.68 
1.27 	8.85 
1.46 	8.50 
1.34 	8.70 
1.26 	7.32 
1.46 	8.25 
1.39 	8.05 
1.29 	8.46 
1.61 	8.10 
1.71 	9.00 
1.77 	9.17 
1.03 	7.68 
1.17 	9.15 
1.38 	8.40 
1.47 	8.15 
1.41 	9.30 
1.45 	9.44 
1.25 	8.00 
1.53 	8.89 
1.33 	9.25 
1.39 	9.72 
1.41 	9.00 
1.23 	9.39 
1.28 	8.72 
1.28 	9.50 
1.23 	9.20 
1.12 	8.80 
1.11 	8.89 
1.42 	8.89 
1.21 	9.20 
1.35 	8.72 
1.31 	9.00 
1.06 	8.94 
0.94 	9.22 
0.90 	9.35 
1.21 	9.39 
1.26 	9.35 
1.24 	9.56 
1.09 	9.11 
1.09 	9.88 
0.99 	9.60 
0.90 	9.67 
0.81 	9.61 
1.08 	9.94 
0.94 	10.19 
1.17 	9.81 
1.17 	10.36 
1.38 	10.06 
1.09 	10.35 
1.45 	10.81 
1.44 	10.56 
1.24 	11.71 
1.29 	10.93 
1.28 	10.13 
1.02 	10.56 
0.93 	9.78 
0.68 	9.83 
0.73 	10.06 
0.72 	9.33 
0.67 	9.69 
0.64 	10.20 
0.59 	9.40 
0.64 	8.55 
0.60 	8.65 
0.58 	8.32 
0.47 	8.89 
0.64 	9.67 
0.53 	8.25 
0.68 	8.40 
0.44 	8.60 
0.41 	8.89 
0.41 	9.22 
0.43 	8.35 
0.43 	8.89 
0.36 	8.15 
0.45 	8.15 
0.47 	8.00 
0.37 	8.80 
0.44 	8.00 
0.40 	7.70 
0.40 	9.05 
0.38 	8.17 
0.42 	8.09 
0.32 	7.60 
0.34 	7.91 
0.37 	8.00 
