-1.98 	-1.98 
-1.84 	-1.84 
-1.48 	-1.48 
-1.98 	-1.98 
-1.41 	-1.41 
-2.68 	-1.11 
-1.66 	-0.69 
-1.85 	-0.77 
-1.13 	-1.13 
-1.20 	-1.20 
0.00 	-4.50 
0.00 	-3.20 
1.61 	-3.88 
1.26 	-3.05 
3.18 	-3.18 
-1.56 	-1.56 
1.80 	0.00 
1.91 	-1.91 
0.99 	-2.40 
0.96 	-2.31 
0.00 	-2.20 
-1.56 	-1.56 
-1.27 	-1.27 
-0.61 	-1.48 
-0.92 	-0.92 
1.60 	0.00 
-1.40 	0.00 
-0.50 	0.00 
-0.83 	-0.34 
-0.28 	0.28 
-1.50 	0.00 
0.00 	0.00 
-0.30 	0.00 
0.42 	1.02 
2.12 	0.88 
2.22 	0.92 
2.59 	1.07 
2.40 	-0.99 
1.48 	-0.61 
1.40 	0.00 
1.90 	0.00 
1.00 	0.00 
0.77 	-1.85 
0.00 	-2.10 
-1.10 	0.00 
-1.91 	-1.91 
-1.13 	-1.13 
-1.13 	-1.13 
-0.99 	-0.99 
-0.99 	-0.99 
-1.27 	-1.27 
-1.11 	-0.46 
-1.94 	-0.80 
-1.48 	-0.61 
-1.76 	-0.73 
-1.94 	-0.80 
-1.06 	-1.06 
-1.27 	-1.27 
-0.77 	-1.85 
2.26 	-2.26 
1.70 	-1.70 
2.68 	-1.11 
2.80 	0.00 
2.68 	1.11 
1.94 	-0.80 
1.26 	-3.05 
-3.50 	0.00 
-2.49 	-1.03 
-2.19 	-2.19 
-2.31 	-0.96 
-1.63 	-1.63 
-2.12 	-2.12 
-1.70 	-1.70 
-1.13 	-1.13 
-2.03 	-0.84 
-1.63 	-1.63 
-2.31 	-0.96 
-1.91 	-1.91 
-1.84 	-1.84 
-1.41 	-1.41 
-1.20 	-1.20 
0.00 	-2.40 
0.00 	-2.70 
1.95 	-4.71 
1.84 	-1.84 
1.20 	1.20 
1.41 	-1.41 
0.55 	-0.23 
-3.04 	-3.04 
-3.11 	-3.11 
-1.88 	-4.53 
-2.62 	-2.62 
-0.99 	-2.40 
0.00 	-3.30 
-1.34 	-1.34 
-1.48 	-0.61 
-2.20 	0.00 
-1.60 	0.00 
-1.57 	-0.65 
-1.94 	-0.80 
-1.66 	-0.69 
-1.90 	0.00 
-1.11 	-0.46 
-2.40 	-0.99 
-1.63 	-1.63 
-1.91 	-1.91 
-2.69 	-2.69 
-1.53 	-3.70 
0.00 	-4.60 
0.00 	-4.70 
1.95 	-4.71 
-2.40 	-2.40 
-1.42 	-3.42 
-2.76 	-2.76 
-1.45 	-3.51 
-1.91 	-1.91 
-1.94 	-0.80 
-1.48 	-0.61 
-1.76 	-0.73 
-1.66 	-0.69 
-2.50 	0.00 
-1.80 	0.00 
